dir=0 x=0, y= 1 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 89
dir=3 x=20, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 20
dir=3 x=20, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 20
dir=0 x=20, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 20
dir=0 x=20, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 20
dir=3 x=21, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 19
dir=0 x=21, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 19
dir=0 x=22, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 18
dir=1 x=22, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 18
dir=0 x=22, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 18
dir=3 x=23, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 18
dir=0 x=23, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 18
dir=0 x=23, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 18
dir=1 x=23, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 18
dir=0 x=23, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 18
dir=3 x=24, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 18
dir=3 x=24, y= 5 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 17
dir=3 x=24, y= 4 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 16
dir=0 x=24, y= 4 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 16
dir=3 x=24, y= 4 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 16
dir=2 x=24, y= 3 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 16
dir=3 x=24, y= 3 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 16
dir=3 x=24, y= 3 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 16
dir=0 x=24, y= 3 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 16
dir=0 x=24, y= 3 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 16
dir=3 x=25, y= 3 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 15
dir=0 x=25, y= 3 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 15
dir=0 x=26, y= 3 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 14
dir=1 x=26, y= 3 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 14
dir=0 x=26, y= 3 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 14
dir=3 x=27, y= 3 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 13
dir=0 x=27, y= 3 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 13
dir=0 x=27, y= 3 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 13
dir=1 x=27, y= 3 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 13
dir=0 x=27, y= 3 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 13
dir=3 x=28, y= 3 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 13
dir=0 x=28, y= 3 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 13
dir=0 x=28, y= 3 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 13
dir=1 x=28, y= 3 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 13
dir=0 x=28, y= 3 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 13
dir=3 x=29, y= 3 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 13
dir=0 x=29, y= 3 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 13
dir=0 x=29, y= 3 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 13
dir=1 x=29, y= 3 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 13
dir=1 x=29, y= 3 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 13
dir=0 x=29, y= 4 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 12
dir=1 x=29, y= 4 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 12
dir=1 x=29, y= 5 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 11
dir=2 x=29, y= 5 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 11
dir=1 x=29, y= 5 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 11
dir=0 x=29, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 11
dir=1 x=29, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 11
dir=1 x=29, y= 7 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 10
dir=2 x=29, y= 7 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 10
dir=1 x=29, y= 7 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 10
dir=0 x=29, y= 8 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 10
dir=1 x=29, y= 8 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 10
dir=1 x=29, y= 8 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 10
dir=2 x=29, y= 8 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 10
dir=1 x=29, y= 8 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 10
dir=0 x=29, y= 9 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 10
dir=1 x=29, y= 9 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 10
dir=1 x=29, y= 10 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 9
dir=2 x=29, y= 10 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 9
dir=1 x=29, y= 10 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 9
dir=0 x=29, y= 11 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 9
dir=1 x=29, y= 11 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 9
dir=1 x=29, y= 11 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 9
dir=2 x=29, y= 11 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 9
dir=1 x=29, y= 11 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 9
dir=0 x=29, y= 12 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 9
dir=1 x=29, y= 12 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 9
dir=1 x=29, y= 13 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 8
dir=2 x=29, y= 13 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 8
dir=1 x=29, y= 13 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 8
dir=0 x=29, y= 14 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 8
dir=1 x=29, y= 14 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 8
dir=1 x=29, y= 14 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 8
dir=2 x=29, y= 14 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 8
dir=1 x=29, y= 14 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 8
dir=0 x=29, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 8
dir=1 x=29, y= 15 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 8
dir=1 x=29, y= 15 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 8
dir=2 x=29, y= 15 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 8
dir=2 x=29, y= 15 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 8
dir=1 x=28, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 7
dir=2 x=28, y= 15 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 7
dir=2 x=27, y= 15 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 6
dir=3 x=27, y= 15 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 6
dir=2 x=27, y= 15 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 6
dir=1 x=26, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 5
dir=2 x=26, y= 15 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 5
dir=2 x=26, y= 15 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 5
dir=3 x=26, y= 15 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 5
dir=2 x=26, y= 15 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 5
dir=1 x=25, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 5
dir=2 x=25, y= 15 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 5
dir=2 x=25, y= 15 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 5
dir=3 x=25, y= 15 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 5
dir=2 x=25, y= 15 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 5
dir=1 x=24, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 5
dir=2 x=24, y= 15 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 5
dir=2 x=24, y= 15 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 5
dir=3 x=24, y= 15 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 5
dir=2 x=24, y= 15 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 5
dir=1 x=23, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 5
dir=1 x=23, y= 16 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 4
dir=1 x=23, y= 16 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 4
dir=2 x=23, y= 16 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 4
dir=1 x=23, y= 16 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 4
dir=0 x=23, y= 17 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 4
dir=1 x=23, y= 17 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 4
dir=1 x=23, y= 17 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 4
dir=2 x=23, y= 17 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 4
dir=1 x=23, y= 17 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 4
dir=0 x=23, y= 18 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 4
dir=1 x=23, y= 18 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 4
dir=1 x=23, y= 18 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 4
dir=2 x=23, y= 18 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 4
dir=1 x=23, y= 18 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 4
dir=0 x=23, y= 19 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 4
dir=0 x=24, y= 19 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 3
dir=0 x=24, y= 19 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 3
dir=1 x=24, y= 19 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 3
dir=0 x=24, y= 19 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 3
dir=3 x=25, y= 19 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 3
dir=0 x=25, y= 19 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 3
dir=0 x=25, y= 19 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 3
dir=1 x=25, y= 19 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 3
dir=0 x=25, y= 19 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 3
dir=3 x=26, y= 19 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 3
dir=0 x=26, y= 19 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 3
dir=0 x=26, y= 19 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 3
dir=1 x=26, y= 19 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 3
dir=0 x=26, y= 19 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 3
dir=3 x=27, y= 19 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 3
dir=0 x=27, y= 19 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 3
dir=0 x=27, y= 19 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 3
dir=1 x=27, y= 19 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 3
dir=1 x=27, y= 19 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 3
dir=0 x=27, y= 20 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 2
dir=1 x=27, y= 20 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 2
dir=1 x=27, y= 20 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 2
dir=2 x=27, y= 20 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 2
dir=1 x=27, y= 20 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 2
dir=0 x=27, y= 21 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 2
dir=1 x=27, y= 21 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 2
dir=1 x=27, y= 21 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 2
dir=2 x=27, y= 21 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 2
dir=1 x=27, y= 21 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 2
dir=0 x=27, y= 22 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 2
dir=1 x=27, y= 22 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 2
dir=1 x=27, y= 22 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 2
dir=2 x=27, y= 22 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 2
dir=1 x=27, y= 22 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 2
dir=0 x=27, y= 23 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 2
dir=1 x=27, y= 23 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 2
dir=1 x=27, y= 23 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 2
dir=2 x=27, y= 23 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 2
dir=2 x=27, y= 23 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 2
dir=1 x=26, y= 23 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 1
dir=2 x=26, y= 23 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 1
dir=2 x=26, y= 23 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 1
dir=3 x=26, y= 23 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 1
dir=2 x=26, y= 23 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 1
dir=1 x=25, y= 23 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 1
dir=2 x=25, y= 23 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 1
dir=2 x=25, y= 23 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 1
dir=3 x=25, y= 23 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 1
dir=2 x=25, y= 23 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 1
dir=1 x=24, y= 23 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 1
dir=2 x=24, y= 23 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 1
dir=2 x=24, y= 23 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 1
dir=3 x=24, y= 23 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 1
dir=2 x=24, y= 23 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 1
dir=1 x=23, y= 23 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 1
dir=0 x=0, y= 1 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 89
dir=0 x=1, y= 1 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 88
dir=1 x=1, y= 1 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 88
dir=0 x=1, y= 1 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 88
dir=3 x=2, y= 1 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 87
dir=0 x=2, y= 1 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 87
dir=0 x=3, y= 1 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 86
dir=1 x=3, y= 1 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 86
dir=1 x=3, y= 1 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 86
dir=0 x=3, y= 2 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 85
dir=1 x=3, y= 2 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 85
dir=1 x=3, y= 3 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 84
dir=2 x=3, y= 3 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 84
dir=1 x=3, y= 3 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 84
dir=0 x=3, y= 4 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 83
dir=1 x=3, y= 4 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 83
dir=1 x=3, y= 5 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 82
dir=2 x=3, y= 5 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 82
dir=1 x=3, y= 5 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 82
dir=0 x=3, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 81
dir=0 x=4, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 80
dir=0 x=5, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 79
dir=1 x=5, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 79
dir=0 x=5, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 79
dir=3 x=6, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 78
dir=0 x=6, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 78
dir=0 x=6, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 78
dir=1 x=6, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 78
dir=0 x=6, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 78
dir=3 x=7, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 78
dir=0 x=7, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 78
dir=0 x=8, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 77
dir=1 x=8, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 77
dir=0 x=8, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 77
dir=3 x=9, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 76
dir=0 x=9, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 76
dir=0 x=10, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 75
dir=1 x=10, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 75
dir=0 x=10, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 75
dir=3 x=11, y= 6 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 74
dir=0 x=11, y= 6 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 74
dir=0 x=12, y= 6 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 73
dir=1 x=12, y= 6 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 73
dir=1 x=12, y= 6 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 73
dir=0 x=12, y= 7 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 72
dir=1 x=12, y= 7 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 72
dir=1 x=12, y= 8 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 71
dir=2 x=12, y= 8 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 71
dir=1 x=12, y= 8 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 71
dir=0 x=12, y= 9 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 70
dir=1 x=12, y= 9 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 70
dir=1 x=12, y= 10 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 69
dir=2 x=12, y= 10 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 69
dir=1 x=12, y= 10 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 69
dir=0 x=12, y= 11 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 69
dir=1 x=12, y= 11 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 69
dir=1 x=12, y= 12 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 68
dir=2 x=12, y= 12 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 68
dir=1 x=12, y= 12 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 68
dir=0 x=12, y= 13 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 67
dir=1 x=12, y= 13 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 67
dir=1 x=12, y= 14 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 66
dir=2 x=12, y= 14 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 66
dir=1 x=12, y= 14 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 66
dir=0 x=12, y= 15 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 65
dir=1 x=12, y= 15 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 65
dir=1 x=12, y= 15 pc = 1 opcode = 0, ea1 = 1, ea2 = 1 food = 65
dir=2 x=12, y= 15 pc = 2 opcode = 0, ea1 = 3, ea2 = 0 food = 65
dir=1 x=12, y= 15 pc = 3 opcode = 1, ea1 = 2, ea2 = 0 food = 65
dir=0 x=12, y= 16 pc = 4 opcode = 0, ea1 = 2, ea2 = 1 food = 65
dir=1 x=12, y= 16 pc = 0 opcode = 0, ea1 = 2, ea2 = 3 food = 65
